	year	num_level_1	num_level_3	number_tested	num_level_2	pct_level_3_and_4	mean_scale_score	num_level_4	pct_level_4	pct_level_3	pct_level_2	pct_level_1	num_level_3_and_4	boroughBROOKLYN	boroughQUEENS	boroughMANHATTAN	boroughSTATEN ISLAND	boroughBRONX	bindemographic	grade6	grade5	grade8	grade3	grade7	gradeAll Grades	grade4
186	2008	1985	7694	15070	4032	60.1	655	1359	9.0	51.1	26.8	13.2	9053	1	0	0	0	0	1	0	0	0	0	0	1	0
187	2008	6665	62282	118098	22034	75.7	674	27117	23.0	52.7	18.7	5.6	89399	1	0	0	0	0	0	0	0	0	0	0	1	0
188	2009	1240	8899	15825	3751	68.5	664	1935	12.2	56.2	23.7	7.8	10834	1	0	0	0	0	1	0	0	0	0	0	1	0
189	2009	3279	64874	115666	16260	83.1	681	31253	27.0	56.1	14.1	2.8	96127	1	0	0	0	0	0	0	0	0	0	0	1	0
190	2010	3663	4328	17322	7645	34.7	664	1686	9.7	25.0	44.1	21.1	6014	1	0	0	0	0	1	0	0	0	0	0	1	0
191	2010	10566	37463	114242	39622	56.1	681	26591	23.3	32.8	34.7	9.2	64054	1	0	0	0	0	0	0	0	0	0	0	1	0
192	2011	3614	5067	17452	7294	37.5	665	1477	8.5	29.0	41.8	20.7	6544	1	0	0	0	0	1	0	0	0	0	0	1	0
193	2011	9408	41976	113509	36667	59.4	682	25458	22.4	37.0	32.3	8.3	67434	1	0	0	0	0	0	0	0	0	0	0	1	0
194	2012	3328	5052	16789	6664	40.5	666	1745	10.4	30.1	39.7	19.8	6797	1	0	0	0	0	1	0	0	0	0	0	1	0
195	2012	8513	41469	112282	33655	62.4	684	28645	25.5	36.9	30.0	7.6	70114	1	0	0	0	0	0	0	0	0	0	0	1	0
196	2006	403	1073	2314	642	54.8	652	196	8.5	46.4	27.7	17.4	1269	0	0	1	0	0	1	0	0	0	1	0	0	0
197	2006	506	3810	7324	1071	78.5	678	1937	26.4	52.0	14.6	6.9	5747	0	0	1	0	0	0	0	0	0	1	0	0	0
198	2007	250	1270	2283	504	67.0	662	259	11.3	55.6	22.1	11.0	1529	0	0	1	0	0	1	0	0	0	1	0	0	0
199	2007	309	3893	7154	763	85.0	686	2189	30.6	54.4	10.7	4.3	6082	0	0	1	0	0	0	0	0	0	1	0	0	0
200	2008	95	1392	2078	370	77.6	671	221	10.6	67.0	17.8	4.6	1613	0	0	1	0	0	1	0	0	0	1	0	0	0
201	2008	162	4254	6936	644	88.4	688	1876	27.0	61.3	9.3	2.3	6130	0	0	1	0	0	0	0	0	0	1	0	0	0
202	2009	53	1504	2080	276	84.2	675	247	11.9	72.3	13.3	2.5	1751	0	0	1	0	0	1	0	0	0	1	0	0	0
203	2009	71	4586	7112	430	93.0	693	2025	28.5	64.5	6.0	1.0	6611	0	0	1	0	0	0	0	0	0	1	0	0	0
204	2010	430	489	1910	802	35.5	678	189	9.9	25.6	42.0	22.5	678	0	0	1	0	0	1	0	0	0	1	0	0	0
205	2010	653	2413	7008	2022	61.8	695	1920	27.4	34.4	28.9	9.3	4333	0	0	1	0	0	0	0	0	0	1	0	0	0
206	2011	396	547	1811	799	34.0	675	69	3.8	30.2	44.1	21.9	616	0	0	1	0	0	1	0	0	0	1	0	0	0
207	2011	588	3167	7195	2041	63.5	690	1399	19.4	44.0	28.4	8.2	4566	0	0	1	0	0	0	0	0	0	1	0	0	0
208	2012	383	508	1657	699	34.7	676	67	4.0	30.7	42.2	23.1	575	0	0	1	0	0	1	0	0	0	1	0	0	0
209	2012	580	3650	7548	2033	65.4	691	1285	17.0	48.4	26.9	7.7	4935	0	0	1	0	0	0	0	0	0	1	0	0	0
210	2006	459	747	1864	530	46.9	644	128	6.9	40.1	28.4	24.6	875	0	0	1	0	0	1	0	0	0	0	0	0	1
211	2006	545	3865	7781	1435	74.6	675	1936	24.9	49.7	18.4	7.0	5801	0	0	1	0	0	0	0	0	0	0	0	0	1
212	2007	362	836	1937	615	49.6	649	124	6.4	43.2	31.8	18.7	960	0	0	1	0	0	1	0	0	0	0	0	0	1
213	2007	431	3597	7391	1244	77.3	680	2119	28.7	48.7	16.8	5.8	5716	0	0	1	0	0	0	0	0	0	0	0	0	1
214	2008	223	1003	1836	444	63.7	659	166	9.0	54.6	24.2	12.1	1169	0	0	1	0	0	1	0	0	0	0	0	0	1
215	2008	346	3779	7321	917	82.7	684	2279	31.1	51.6	12.5	4.7	6058	0	0	1	0	0	0	0	0	0	0	0	0	1
216	2009	163	961	1796	371	70.3	668	301	16.8	53.5	20.7	9.1	1262	0	0	1	0	0	1	0	0	0	0	0	0	1
217	2009	306	3199	7126	649	86.6	694	2972	41.7	44.9	9.1	4.3	6171	0	0	1	0	0	0	0	0	0	0	0	0	1
218	2010	252	539	1906	919	38.6	668	196	10.3	28.3	48.2	13.2	735	0	0	1	0	0	1	0	0	0	0	0	0	1
219	2010	407	2436	7337	2123	65.5	692	2371	32.3	33.2	28.9	5.5	4807	0	0	1	0	0	0	0	0	0	0	0	0	1
220	2011	247	573	1745	750	42.9	670	175	10.0	32.8	43.0	14.2	748	0	0	1	0	0	1	0	0	0	0	0	0	1
221	2011	330	2578	7239	1820	70.3	694	2511	34.7	35.6	25.1	4.6	5089	0	0	1	0	0	0	0	0	0	0	0	0	1
222	2012	216	504	1561	648	44.7	670	193	12.4	32.3	41.5	13.8	697	0	0	1	0	0	1	0	0	0	0	0	0	1
223	2012	337	2573	7349	1687	72.5	695	2752	37.4	35.0	23.0	4.6	5325	0	0	1	0	0	0	0	0	0	0	0	0	1
224	2006	613	509	1812	614	32.3	632	76	4.2	28.1	33.9	33.8	585	0	0	1	0	0	1	0	1	0	0	0	0	0
225	2006	824	3633	7974	1974	64.9	665	1543	19.4	45.6	24.8	10.3	5176	0	0	1	0	0	0	0	1	0	0	0	0	0
226	2007	347	641	1675	603	43.3	643	84	5.0	38.3	36.0	20.7	725	0	0	1	0	0	1	0	1	0	0	0	0	0
227	2007	370	3962	7656	1554	74.9	674	1770	23.1	51.8	20.3	4.8	5732	0	0	1	0	0	0	0	1	0	0	0	0	0
228	2008	216	702	1458	435	55.3	650	105	7.2	48.1	29.8	14.8	807	0	0	1	0	0	1	0	1	0	0	0	0	0
229	2008	296	3862	7456	1138	80.8	680	2160	29.0	51.8	15.3	4.0	6022	0	0	1	0	0	0	0	1	0	0	0	0	0
230	2009	94	875	1500	316	72.7	666	215	14.3	58.3	21.1	6.3	1090	0	0	1	0	0	1	0	1	0	0	0	0	0
231	2009	141	3535	7224	672	88.7	689	2876	39.8	48.9	9.3	2.0	6411	0	0	1	0	0	0	0	1	0	0	0	0	0
232	2010	259	481	1606	737	38.0	665	129	8.0	30.0	45.9	16.1	610	0	0	1	0	0	1	0	1	0	0	0	0	0
233	2010	438	2457	6939	1906	66.2	688	2138	30.8	35.4	27.5	6.3	4595	0	0	1	0	0	0	0	1	0	0	0	0	0
234	2011	266	425	1522	715	35.5	665	116	7.6	27.9	47.0	17.5	541	0	0	1	0	0	1	0	1	0	0	0	0	0
235	2011	329	2739	7175	1868	69.4	691	2239	31.2	38.2	26.0	4.6	4978	0	0	1	0	0	0	0	1	0	0	0	0	0
236	2012	306	420	1404	550	39.0	663	128	9.1	29.9	39.2	21.8	548	0	0	1	0	0	1	0	1	0	0	0	0	0
237	2012	456	2386	7078	1701	69.5	693	2535	35.8	33.7	24.0	6.4	4921	0	0	1	0	0	0	0	1	0	0	0	0	0
238	2006	570	340	1522	562	25.6	625	50	3.3	22.3	36.9	37.5	390	0	0	1	0	0	1	1	0	0	0	0	0	0
239	2006	1056	3839	8575	2469	58.9	657	1211	14.1	44.8	28.8	12.3	5050	0	0	1	0	0	0	1	0	0	0	0	0	0
240	2007	482	466	1515	522	33.7	631	45	3.0	30.8	34.5	31.8	511	0	0	1	0	0	1	1	0	0	0	0	0	0
241	2007	661	3648	7701	1828	67.7	667	1564	20.3	47.4	23.7	8.6	5212	0	0	1	0	0	0	1	0	0	0	0	0	0
242	2008	237	607	1357	451	49.3	644	62	4.6	44.7	33.2	17.5	669	0	0	1	0	0	1	1	0	0	0	0	0	0
243	2008	474	3854	7738	1486	74.7	672	1924	24.9	49.8	19.2	6.1	5778	0	0	1	0	0	0	1	0	0	0	0	0	0
244	2009	158	594	1315	485	51.1	650	78	5.9	45.2	36.9	12.0	672	0	0	1	0	0	1	1	0	0	0	0	0	0
245	2009	258	3816	7484	1145	81.3	681	2265	30.3	51.0	15.3	3.4	6081	0	0	1	0	0	0	1	0	0	0	0	0	0
246	2010	372	228	1370	680	23.2	652	90	6.6	16.6	49.6	27.2	318	0	0	1	0	0	1	1	0	0	0	0	0	0
247	2010	610	2266	7307	2356	59.4	681	2075	28.4	31.0	32.2	8.3	4341	0	0	1	0	0	0	1	0	0	0	0	0	0
248	2011	354	346	1424	637	30.4	657	87	6.1	24.3	44.7	24.9	433	0	0	1	0	0	1	1	0	0	0	0	0	0
249	2011	521	2214	7019	1952	64.8	686	2332	33.2	31.5	27.8	7.4	4546	0	0	1	0	0	0	1	0	0	0	0	0	0
250	2012	266	326	1281	587	33.4	658	102	8.0	25.4	45.8	20.8	428	0	0	1	0	0	1	1	0	0	0	0	0	0
251	2012	531	2294	7416	1891	67.3	687	2700	36.4	30.9	25.5	7.2	4994	0	0	1	0	0	0	1	0	0	0	0	0	0
252	2006	675	318	1755	727	20.1	616	35	2.0	18.1	41.4	38.5	353	0	0	1	0	0	1	0	0	0	0	1	0	0
253	2006	1179	3330	8605	3252	48.5	647	844	9.8	38.7	37.8	13.7	4174	0	0	1	0	0	0	0	0	0	0	1	0	0
254	2007	385	357	1514	735	26.0	628	37	2.4	23.6	48.5	25.4	394	0	0	1	0	0	1	0	0	0	0	1	0	0
255	2007	582	3739	8536	2769	60.7	660	1446	16.9	43.8	32.4	6.8	5185	0	0	1	0	0	0	0	0	0	0	1	0	0
256	2008	194	568	1360	541	46.0	643	57	4.2	41.8	39.8	14.3	625	0	0	1	0	0	1	0	0	0	0	1	0	0
257	2008	301	4103	7953	1712	74.7	670	1837	23.1	51.6	21.5	3.8	5940	0	0	1	0	0	0	0	0	0	0	1	0	0
258	2009	62	742	1297	399	64.5	657	94	7.2	57.2	30.8	4.8	836	0	0	1	0	0	1	0	0	0	0	1	0	0
259	2009	99	4433	7776	1088	84.7	679	2156	27.7	57.0	14.0	1.3	6589	0	0	1	0	0	0	0	0	0	0	1	0	0
260	2010	367	284	1357	640	25.8	651	66	4.9	20.9	47.2	27.0	350	0	0	1	0	0	1	0	0	0	0	1	0	0
261	2010	621	2288	7543	2408	59.8	678	2226	29.5	30.3	31.9	8.2	4514	0	0	1	0	0	0	0	0	0	0	1	0	0
262	2011	332	266	1301	597	28.6	654	106	8.1	20.4	45.9	25.5	372	0	0	1	0	0	1	0	0	0	0	1	0	0
263	2011	546	2229	7367	2112	63.9	681	2480	33.7	30.3	28.7	7.4	4709	0	0	1	0	0	0	0	0	0	0	1	0	0
264	2012	378	283	1268	529	28.5	651	78	6.2	22.3	41.7	29.8	361	0	0	1	0	0	1	0	0	0	0	1	0	0
265	2012	645	2069	7265	1872	65.4	683	2679	36.9	28.5	25.8	8.9	4748	0	0	1	0	0	0	0	0	0	0	1	0	0
266	2006	722	315	1730	649	20.8	619	44	2.5	18.2	37.5	41.7	359	0	0	1	0	0	1	0	0	1	0	0	0	0
267	2006	1613	3143	8764	3192	45.2	647	816	9.3	35.9	36.4	18.4	3959	0	0	1	0	0	0	0	0	1	0	0	0	0
268	2007	617	317	1612	641	22.0	625	37	2.3	19.7	39.8	38.3	354	0	0	1	0	0	1	0	0	1	0	0	0	0
269	2007	1318	3406	8592	3041	49.3	651	827	9.6	39.6	35.4	15.3	4233	0	0	1	0	0	0	0	0	1	0	0	0	0
270	2008	261	472	1336	550	39.3	640	53	4.0	35.3	41.2	19.5	525	0	0	1	0	0	1	0	0	1	0	0	0	0
271	2008	740	4074	8538	2572	61.2	660	1152	13.5	47.7	30.1	8.7	5226	0	0	1	0	0	0	0	0	1	0	0	0	0
272	2009	133	634	1333	505	52.1	649	61	4.6	47.6	37.9	10.0	695	0	0	1	0	0	1	0	0	1	0	0	0	0
273	2009	299	4647	8071	1741	74.7	671	1384	17.1	57.6	21.6	3.7	6031	0	0	1	0	0	0	0	0	1	0	0	0	0
274	2010	325	316	1406	696	27.4	657	69	4.9	22.5	49.5	23.1	385	0	0	1	0	0	1	0	0	1	0	0	0	0
275	2010	832	2560	7917	2940	52.4	677	1585	20.0	32.3	37.1	10.5	4145	0	0	1	0	0	0	0	0	1	0	0	0	0
276	2011	314	376	1419	660	31.4	655	69	4.9	26.5	46.5	22.1	445	0	0	1	0	0	1	0	0	1	0	0	0	0
277	2011	658	2880	7643	2390	60.1	679	1715	22.4	37.7	31.3	8.6	4595	0	0	1	0	0	0	0	0	1	0	0	0	0
278	2012	250	351	1322	634	33.1	661	87	6.6	26.6	48.0	18.9	438	0	0	1	0	0	1	0	0	1	0	0	0	0
279	2012	492	2922	7531	2393	61.7	681	1724	22.9	38.8	31.8	6.5	4646	0	0	1	0	0	0	0	0	1	0	0	0	0
280	2006	3442	3302	10997	3724	34.8	633	529	4.8	30.0	33.9	31.3	3831	0	0	1	0	0	1	0	0	0	0	0	1	0
281	2006	5723	21620	49023	13393	61.0	661	8287	16.9	44.1	27.3	11.7	29907	0	0	1	0	0	0	0	0	0	0	0	1	0
282	2007	2443	3887	10536	3620	42.5	642	586	5.6	36.9	34.4	23.2	4473	0	0	1	0	0	1	0	0	0	0	0	1	0
283	2007	3671	22245	47030	11199	68.4	669	9915	21.1	47.3	23.8	7.8	32160	0	0	1	0	0	0	0	0	0	0	0	1	0
284	2008	1226	4744	9425	2791	57.4	653	664	7.0	50.3	29.6	13.0	5408	0	0	1	0	0	1	0	0	0	0	0	1	0
285	2008	2319	23926	45942	8469	76.5	675	11228	24.4	52.1	18.4	5.0	35154	0	0	1	0	0	0	0	0	0	0	0	1	0
286	2009	663	5310	9321	2352	67.7	662	996	10.7	57.0	25.2	7.1	6306	0	0	1	0	0	1	0	0	0	0	0	1	0
287	2009	1174	24216	44793	5725	84.6	684	13678	30.5	54.1	12.8	2.6	37894	0	0	1	0	0	0	0	0	0	0	0	1	0
288	2010	2005	2337	9555	4474	32.2	663	739	7.7	24.5	46.8	21.0	3076	0	0	1	0	0	1	0	0	0	0	0	1	0
289	2010	3561	14420	44051	13755	60.7	685	12315	28.0	32.7	31.2	8.1	26735	0	0	1	0	0	0	0	0	0	0	0	1	0
290	2011	1909	2533	9222	4158	34.2	664	622	6.7	27.5	45.1	20.7	3155	0	0	1	0	0	1	0	0	0	0	0	1	0
291	2011	2972	15807	43638	12183	65.3	687	12676	29.0	36.2	27.9	6.8	28483	0	0	1	0	0	0	0	0	0	0	0	1	0
292	2012	1799	2392	8493	3647	35.9	664	655	7.7	28.2	42.9	21.2	3047	0	0	1	0	0	1	0	0	0	0	0	1	0
293	2012	3041	15894	44187	11577	66.9	689	13675	30.9	36.0	26.2	6.9	29569	0	0	1	0	0	0	0	0	0	0	0	1	0
294	2006	453	1991	3655	764	66.7	662	447	12.2	54.5	20.9	12.4	2438	0	1	0	0	0	1	0	0	0	1	0	0	0
295	2006	603	7728	15509	1385	87.2	690	5793	37.4	49.8	8.9	3.9	13521	0	1	0	0	0	0	0	0	0	1	0	0	0
296	2007	300	2227	3852	649	75.4	672	676	17.5	57.8	16.8	7.8	2903	0	1	0	0	0	1	0	0	0	1	0	0	0
297	2007	379	7488	15469	1081	90.6	696	6521	42.2	48.4	7.0	2.5	14009	0	1	0	0	0	0	0	0	0	1	0	0	0
298	2008	139	2499	3574	446	83.6	676	490	13.7	69.9	12.5	3.9	2989	0	1	0	0	0	1	0	0	0	1	0	0	0
299	2008	241	9297	15581	866	92.9	695	5177	33.2	59.7	5.6	1.5	14474	0	1	0	0	0	0	0	0	0	1	0	0	0
300	2009	66	2821	3818	382	88.3	679	549	14.4	73.9	10.0	1.7	3370	0	1	0	0	0	1	0	0	0	1	0	0	0
301	2009	113	9864	16220	689	95.1	699	5554	34.2	60.8	4.2	0.7	15418	0	1	0	0	0	0	0	0	0	1	0	0	0
302	2010	620	1214	3965	1604	43.9	683	527	13.3	30.6	40.5	15.6	1741	0	1	0	0	0	1	0	0	0	1	0	0	0
303	2010	1069	5627	16118	4534	65.2	699	4888	30.3	34.9	28.1	6.6	10515	0	1	0	0	0	0	0	0	0	1	0	0	0
304	2011	602	1421	3935	1765	39.8	678	147	3.7	36.1	44.9	15.3	1568	0	1	0	0	0	1	0	0	0	1	0	0	0
305	2011	980	8248	16807	4594	66.8	691	2985	17.8	49.1	27.3	5.8	11233	0	1	0	0	0	0	0	0	0	1	0	0	0
306	2012	545	1332	3418	1393	43.3	679	148	4.3	39.0	40.8	15.9	1480	0	1	0	0	0	1	0	0	0	1	0	0	0
307	2012	964	8937	17525	4412	69.3	692	3212	18.3	51.0	25.2	5.5	12149	0	1	0	0	0	0	0	0	0	1	0	0	0
308	2006	481	1189	2578	690	54.6	651	218	8.5	46.1	26.8	18.7	1407	0	1	0	0	0	1	0	0	0	0	0	0	1
309	2006	751	8503	16681	2054	83.2	684	5373	32.2	51.0	12.3	4.5	13876	0	1	0	0	0	0	0	0	0	0	0	0	1
310	2007	427	1652	3195	786	62.0	659	330	10.3	51.7	24.6	13.4	1982	0	1	0	0	0	1	0	0	0	0	0	0	1
311	2007	604	7825	15873	1701	85.5	689	5743	36.2	49.3	10.7	3.8	13568	0	1	0	0	0	0	0	0	0	0	0	0	1
312	2008	308	1739	3082	678	68.0	663	357	11.6	56.4	22.0	10.0	2096	0	1	0	0	0	1	0	0	0	0	0	0	1
313	2008	544	8186	16192	1369	88.2	691	6093	37.6	50.6	8.5	3.4	14279	0	1	0	0	0	0	0	0	0	0	0	0	1
314	2009	216	1826	3065	447	78.4	673	576	18.8	59.6	14.6	7.0	2402	0	1	0	0	0	1	0	0	0	0	0	0	1
315	2009	377	7396	16129	1013	91.4	700	7343	45.5	45.9	6.3	2.3	14739	0	1	0	0	0	0	0	0	0	0	0	0	1
316	2010	407	1174	3532	1580	43.7	670	371	10.5	33.2	44.7	11.5	1545	0	1	0	0	0	1	0	0	0	0	0	0	1
317	2010	645	6053	16861	4383	70.2	695	5780	34.3	35.9	26.0	3.8	11833	0	1	0	0	0	0	0	0	0	0	0	0	1
318	2011	358	1277	3420	1336	50.5	675	449	13.1	37.3	39.1	10.5	1726	0	1	0	0	0	1	0	0	0	0	0	0	1
319	2011	526	6514	16822	3794	74.3	696	5988	35.6	38.7	22.6	3.1	12502	0	1	0	0	0	0	0	0	0	0	0	0	1
320	2012	315	1315	3418	1297	52.8	676	491	14.4	38.5	37.9	9.2	1806	0	1	0	0	0	1	0	0	0	0	0	0	1
321	2012	506	6276	17121	3517	76.5	698	6822	39.8	36.7	20.5	3.0	13098	0	1	0	0	0	0	0	0	0	0	0	0	1
322	2006	570	856	2382	817	41.8	642	139	5.8	35.9	34.3	23.9	995	0	1	0	0	0	1	0	1	0	0	0	0	0
323	2006	1043	8771	17549	3114	76.3	676	4621	26.3	50.0	17.7	5.9	13392	0	1	0	0	0	0	0	1	0	0	0	0	0
324	2007	354	1117	2416	710	56.0	653	235	9.7	46.2	29.4	14.7	1352	0	1	0	0	0	1	0	1	0	0	0	0	0
325	2007	579	8796	17080	2192	83.8	685	5513	32.3	51.5	12.8	3.4	14309	0	1	0	0	0	0	0	1	0	0	0	0	0
326	2008	221	1432	2569	596	68.2	662	320	12.5	55.7	23.2	8.6	1752	0	1	0	0	0	1	0	1	0	0	0	0	0
327	2008	362	8649	16577	1534	88.6	689	6032	36.4	52.2	9.3	2.2	14681	0	1	0	0	0	0	0	1	0	0	0	0	0
328	2009	117	1557	2684	543	75.4	669	467	17.4	58.0	20.2	4.4	2024	0	1	0	0	0	1	0	1	0	0	0	0	0
329	2009	241	7763	16756	1195	91.4	693	7557	45.1	46.3	7.1	1.4	15320	0	1	0	0	0	0	0	1	0	0	0	0	0
330	2010	364	895	2780	1206	43.5	669	315	11.3	32.2	43.4	13.1	1210	0	1	0	0	0	1	0	1	0	0	0	0	0
331	2010	651	6655	16847	4106	71.8	692	5435	32.3	39.5	24.4	3.9	12090	0	1	0	0	0	0	0	1	0	0	0	0	0
332	2011	391	971	2914	1240	44.0	670	312	10.7	33.3	42.6	13.4	1283	0	1	0	0	0	1	0	1	0	0	0	0	0
333	2011	625	7446	17589	3813	74.8	694	5705	32.4	42.3	21.7	3.6	13151	0	1	0	0	0	0	0	1	0	0	0	0	0
334	2012	399	973	2781	1021	48.9	673	388	14.0	35.0	36.7	14.3	1361	0	1	0	0	0	1	0	1	0	0	0	0	0
335	2012	638	6712	17579	3440	76.8	698	6789	38.6	38.2	19.6	3.6	13501	0	1	0	0	0	0	0	1	0	0	0	0	0
336	2006	602	587	1994	690	35.2	633	115	5.8	29.4	34.6	30.2	702	0	1	0	0	0	1	1	0	0	0	0	0	0
337	2006	1494	8555	17466	3997	68.6	666	3420	19.6	49.0	22.9	8.6	11975	0	1	0	0	0	0	1	0	0	0	0	0	0
338	2007	534	808	2217	709	43.9	641	166	7.5	36.4	32.0	24.1	974	0	1	0	0	0	1	1	0	0	0	0	0	0
339	2007	846	8920	17326	2654	79.8	679	4906	28.3	51.5	15.3	4.9	13826	0	1	0	0	0	0	1	0	0	0	0	0	0
340	2008	296	957	2087	624	55.9	651	210	10.1	45.9	29.9	14.2	1167	0	1	0	0	0	1	1	0	0	0	0	0	0
341	2008	606	8577	17112	2114	84.1	683	5815	34.0	50.1	12.4	3.5	14392	0	1	0	0	0	0	1	0	0	0	0	0	0
342	2009	258	1244	2398	644	62.4	658	252	10.5	51.9	26.9	10.8	1496	0	1	0	0	0	1	1	0	0	0	0	0	0
343	2009	369	8639	16965	1728	87.6	687	6229	36.7	50.9	10.2	2.2	14868	0	1	0	0	0	0	1	0	0	0	0	0	0
344	2010	557	528	2443	1167	29.4	657	191	7.8	21.6	47.8	22.8	719	0	1	0	0	0	1	1	0	0	0	0	0	0
345	2010	1050	5717	17435	4793	66.5	686	5875	33.7	32.8	27.5	6.0	11592	0	1	0	0	0	0	1	0	0	0	0	0	0
346	2011	501	701	2472	1045	37.5	663	225	9.1	28.4	42.3	20.3	926	0	1	0	0	0	1	1	0	0	0	0	0	0
347	2011	951	6198	17411	4453	69.0	688	5809	33.4	35.6	25.6	5.5	12007	0	1	0	0	0	0	1	0	0	0	0	0	0
348	2012	533	616	2384	990	36.1	659	245	10.3	25.8	41.5	22.4	861	0	1	0	0	0	1	1	0	0	0	0	0	0
349	2012	946	6031	18308	4157	72.1	691	7174	39.2	32.9	22.7	5.2	13205	0	1	0	0	0	0	1	0	0	0	0	0	0
350	2006	729	571	2354	983	27.3	625	71	3.0	24.3	41.8	31.0	642	0	1	0	0	0	1	0	0	0	0	1	0	0
351	2006	1694	7781	17300	5456	58.7	655	2369	13.7	45.0	31.5	9.8	10150	0	1	0	0	0	0	0	0	0	0	1	0	0
352	2007	427	655	2083	879	37.3	637	122	5.9	31.4	42.2	20.5	777	0	1	0	0	0	1	0	0	0	0	1	0	0
353	2007	1040	8329	17508	4317	69.4	667	3822	21.8	47.6	24.7	5.9	12151	0	1	0	0	0	0	0	0	0	0	1	0	0
354	2008	251	904	2115	780	51.3	649	180	8.5	42.7	36.9	11.9	1084	0	1	0	0	0	1	0	0	0	0	1	0	0
355	2008	473	9207	17584	2870	81.0	677	5034	28.6	52.4	16.3	2.7	14241	0	1	0	0	0	0	0	0	0	0	1	0	0
356	2009	102	1172	2132	650	64.7	658	208	9.8	55.0	30.5	4.8	1380	0	1	0	0	0	1	0	0	0	0	1	0	0
357	2009	154	9655	17457	1621	89.8	685	6027	34.5	55.3	9.3	0.9	15682	0	1	0	0	0	0	0	0	0	0	1	0	0
358	2010	559	561	2459	1089	33.0	656	250	10.2	22.8	44.3	22.7	811	0	1	0	0	0	1	0	0	0	0	1	0	0
359	2010	1088	5489	17410	4845	65.9	682	5988	34.4	31.5	27.8	6.2	11477	0	1	0	0	0	0	0	0	0	0	1	0	0
360	2011	478	577	2452	1130	34.4	658	267	10.9	23.5	46.1	19.5	844	0	1	0	0	0	1	0	0	0	0	1	0	0
361	2011	1024	5916	17757	4684	67.9	683	6133	34.5	33.3	26.4	5.8	12049	0	1	0	0	0	0	0	0	0	0	1	0	0
362	2012	436	540	2176	947	36.4	660	253	11.6	24.8	43.5	20.0	793	0	1	0	0	0	1	0	0	0	0	1	0	0
363	2012	1048	5842	17755	4303	69.9	685	6562	37.0	32.9	24.2	5.9	12404	0	1	0	0	0	0	0	0	0	0	1	0	0
364	2006	869	625	2525	947	28.1	628	84	3.3	24.8	37.5	34.4	709	0	1	0	0	0	1	0	0	1	0	0	0	0
365	2006	2583	6496	17054	5835	50.6	652	2140	12.5	38.1	34.2	15.1	8636	0	1	0	0	0	0	0	0	1	0	0	0	0
366	2007	623	713	2351	903	35.1	637	112	4.8	30.3	38.4	26.5	825	0	1	0	0	0	1	0	0	1	0	0	0	0
367	2007	1819	7684	17453	5284	59.3	661	2666	15.3	44.0	30.3	10.4	10350	0	1	0	0	0	0	0	0	1	0	0	0	0
368	2008	297	890	2072	717	51.1	650	168	8.1	43.0	34.6	14.3	1058	0	1	0	0	0	1	0	0	1	0	0	0	0
369	2008	1006	8933	17552	4017	71.4	670	3596	20.5	50.9	22.9	5.7	12529	0	1	0	0	0	0	0	0	1	0	0	0	0
370	2009	200	1177	2239	691	60.2	657	171	7.6	52.6	30.9	8.9	1348	0	1	0	0	0	1	0	0	1	0	0	0	0
371	2009	393	10296	17819	2921	81.4	679	4209	23.6	57.8	16.4	2.2	14505	0	1	0	0	0	0	0	0	1	0	0	0	0
372	2010	480	541	2331	1084	32.9	663	226	9.7	23.2	46.5	20.6	767	0	1	0	0	0	1	0	0	1	0	0	0	0
373	2010	1280	6031	17958	5950	59.7	684	4697	26.2	33.6	33.1	7.1	10728	0	1	0	0	0	0	0	0	1	0	0	0	0
374	2011	435	801	2577	1089	40.9	664	252	9.8	31.1	42.3	16.9	1053	0	1	0	0	0	1	0	0	1	0	0	0	0
375	2011	1080	6968	17637	5163	64.6	683	4426	25.1	39.5	29.3	6.1	11394	0	1	0	0	0	0	0	0	1	0	0	0	0
376	2012	310	859	2377	1002	44.8	668	206	8.7	36.1	42.2	13.0	1065	0	1	0	0	0	1	0	0	1	0	0	0	0
377	2012	840	7299	17959	5144	66.7	685	4676	26.0	40.6	28.6	4.7	11975	0	1	0	0	0	0	0	0	1	0	0	0	0
378	2006	3704	5819	15488	4891	44.5	642	1074	6.9	37.6	31.6	23.9	6893	0	1	0	0	0	1	0	0	0	0	0	1	0
379	2006	8168	47834	101559	21841	70.5	670	23716	23.4	47.1	21.5	8.0	71550	0	1	0	0	0	0	0	0	0	0	0	1	0
380	2007	2665	7172	16114	4636	54.7	653	1641	10.2	44.5	28.8	16.5	8813	0	1	0	0	0	1	0	0	0	0	0	1	0
381	2007	5267	49042	100709	17229	77.7	679	29171	29.0	48.7	17.1	5.2	78213	0	1	0	0	0	0	0	0	0	0	0	1	0
382	2008	1512	8421	15499	3841	65.5	661	1725	11.1	54.3	24.8	9.8	10146	0	1	0	0	0	1	0	0	0	0	0	1	0
383	2008	3232	52849	100598	12770	84.1	684	31747	31.6	52.5	12.7	3.2	84596	0	1	0	0	0	0	0	0	0	0	0	1	0
384	2009	959	9797	16336	3357	73.6	668	2223	13.6	60.0	20.5	5.9	12020	0	1	0	0	0	1	0	0	0	0	0	1	0
385	2009	1647	53613	101346	9167	89.3	690	36919	36.4	52.9	9.0	1.6	90532	0	1	0	0	0	0	0	0	0	0	0	1	0
