comparable_rental_2_address/latitude	comparable_rental_2_address/human_address/address	comparable_rental_2_address/human_address/city	comparable_rental_2_address/human_address/state	comparable_rental_2_address/longitude	brooklyn_cooperatives_comparable_properties_gross_sqft	comparable_rental_1_neighborhood	comparable_rental_2_gross_sqft	brooklyn_cooperatives_comparable_properties_neighborhood	comparable_rental_2_building_classification	brooklyn_cooperatives_comparable_properties_boro_block_lot	comparable_rental_2_gross_income_per_sqft	brooklyn_cooperatives_comparable_properties_building_classification	brooklyn_cooperatives_comparable_properties_address/latitude	brooklyn_cooperatives_comparable_properties_address/human_address/address	brooklyn_cooperatives_comparable_properties_address/human_address/city	brooklyn_cooperatives_comparable_properties_address/human_address/state	brooklyn_cooperatives_comparable_properties_address/longitude	comparable_rental_1_full_market_value	comparable_rental_2_boro_block_lot	comparable_rental_1_dist_from_coop_in_miles	brooklyn_cooperatives_comparable_properties_year_built	comparable_rental_1_gross_income_per_sqft	brooklyn_cooperatives_comparable_properties_gross_income_per_sqft	comparable_rental_1_building_classification	comparable_rental_1_address/latitude	comparable_rental_1_address/human_address/address	comparable_rental_1_address/human_address/city	comparable_rental_1_address/human_address/state	comparable_rental_1_address/longitude	comparable_rental_2_neighborhood	comparable_rental_2_dist_from_coop_in_miles	comparable_rental_1_boro_block_lot	comparable_rental_2_est_gross_income	comparable_rental_1_total_units	brooklyn_cooperatives_comparable_properties_est_gross_income	comparable_rental_1_market_value_per_sqft	comparable_rental_2_total_units	brooklyn_cooperatives_comparable_properties_market_value_per_sqft	comparable_rental_2_full_market_value	brooklyn_cooperatives_comparable_properties_total_units	comparable_rental_2_year_built	comparable_rental_1_est_gross_income	brooklyn_cooperatives_comparable_properties_full_market_value	comparable_rental_1_gross_sqft	comparable_rental_2_market_value_per_sqft	comparable_rental_1_year_built
42.43318899977248	375 STATE STREET	Brooklyn	NY	-78.74864600041258	9435	DOWNTOWN-FULTON MALL	15200	BROOKLYN HEIGHTS	C1-WALK-UP	3-00226-0006	19.09	C6-WALK-UP	40.69891402104446	87 HICKS STREET	Brooklyn	NY	-73.99407377081789	589000	3-00172-0064	0.7	1900	17.41	13.42	C1-WALK-UP	40.69103473400113	406 ALBEE SQUARE	Brooklyn	NY	-73.9835005854088	DOWNTOWN-FULTON MALL	0.95	3-00146-0036	290159	15	126621	65	20	41.8	1080000	20	1905	157643	394000	9055	71	1905
40.6929985611618	141 JORALEMON STREET	Brooklyn	NY	-73.99397694982594	34391	PARK SLOPE	46410	BROOKLYN HEIGHTS	D3-ELEVATOR	3-00226-0010	21.19	D4-ELEVATOR	40.69906112728849	54 ORANGE STREET	Brooklyn	NY	-73.99362720463242	3000000	3-00254-0006	2.4	1963	22.99	20.16	C1-WALK-UP	40.66682871613259	719 8 AVENUE	Brooklyn	NY	-73.97828804034879	BROOKLYN HEIGHTS	0.35	3-01089-0001	983249	32	693223	95	47	75	4070000	24	1923	723379	2590000	31468	88	1905
40.66682871613259	719 8 AVENUE	Brooklyn	NY	-73.97828804034879	32135	BROOKLYN HEIGHTS	31468	BROOKLYN HEIGHTS	C1-WALK-UP	3-00226-0013	22.99	D4-ELEVATOR	40.69897096818847	66 ORANGE STREET	Brooklyn	NY	-73.99330662612624	4070000	3-01089-0001	0.35	1913	21.19	19.1	D3-ELEVATOR	40.6929985611618	141 JORALEMON STREET	Brooklyn	NY	-73.99397694982594	PARK SLOPE	2.4	3-00254-0006	723379	47	613656	88	32	71	3000000	21	1905	983249	2290000	46410	95	1923
42.43318899977248	65 WASHINGTON STREET	Brooklyn	NY	-78.74864600041258	32418	CROWN HEIGHTS	50457	BROOKLYN HEIGHTS	D7-ELEVATOR	3-00226-0018	37.4	D4-ELEVATOR	40.698925399919986	72 ORANGE STREET	Brooklyn	NY	-73.99314644675825	6700000	3-00051-0012	3.1	1938	37.3	26.8	D5-ELEVATOR	40.6664068767231	212 CROWN STREET	Brooklyn	NY	-73.95354766801304	DOWNTOWN-FULTON FERRY	0.3	3-01296-0008	1887773	35	867372	174	59	111	8790000	41	2000	1437521	3590000	38500	174	1927
40.6664068767231	212 CROWN STREET	Brooklyn	NY	-73.95354766801304	39450	DOWNTOWN-FULTON FERRY	38500	BROOKLYN HEIGHTS	D5-ELEVATOR	3-00226-0035	37.3	D4-ELEVATOR	40.69842734445047	59 PINEAPPLE STREET	Brooklyn	NY	-73.99380444651095	8790000	3-01296-0008	0.3	1940	37.4	26.5	D7-ELEVATOR	42.43318899977248	65 WASHINGTON STREET	Brooklyn	NY	-78.74864600041258	CROWN HEIGHTS	3.1	3-00051-0012	1437521	59	1045272	174	35	110	6700000	40	1927	1887773	4330000	50457	174	2000
40.688581219041616	299 ADELPHI STREET	Brooklyn	NY	-73.97090721994414	45600	BROOKLYN HEIGHTS	44046	BROOKLYN HEIGHTS	D9-ELEVATOR	3-00229-0001	17.93	D4-ELEVATOR	40.698203135508585	15 CLARK STREET	Brooklyn	NY	-73.99564774766235	4070000	3-02104-0008	0.35	1920	21.19	17.61	D3-ELEVATOR	40.6929985611618	141 JORALEMON STREET	Brooklyn	NY	-73.99397694982594	FORT GREENE	1.5	3-00254-0006	789567	47	803059	88	71	66	2950000	31	1927	983249	3000000	46410	67	1923
40.688581219041616	299 ADELPHI STREET	Brooklyn	NY	-73.97090721994414	48450	BROOKLYN HEIGHTS	44046	BROOKLYN HEIGHTS	D9-ELEVATOR	3-00229-0006	17.93	D4-ELEVATOR	40.69857538579133	129 COLUMBIA HEIGHTS	Brooklyn	NY	-73.99616495121167	4070000	3-02104-0008	0.35	1900	21.19	17.61	D3-ELEVATOR	40.6929985611618	141 JORALEMON STREET	Brooklyn	NY	-73.99397694982594	FORT GREENE	1.5	3-00254-0006	789567	47	853250	88	71	66	2950000	37	1927	983249	3190000	46410	67	1923
40.67541837284588	452 PARK PLACE	Brooklyn	NY	-73.96282489470461	37800	PROSPECT HEIGHTS	29560	BROOKLYN HEIGHTS	C1-WALK-UP	3-00230-0017	17.17	D4-ELEVATOR	40.69796731290799	35 CLARK STREET	Brooklyn	NY	-73.99479607327795	2110000	3-01167-0013	2.15	1923	17.17	16.52	C1-WALK-UP	40.677896119241964	93 UNDERHILL AVENUE	Brooklyn	NY	-73.96562100439604	CROWN HEIGHTS	2.4	3-01153-0010	507656	35	624388	64	39	56	1900000	34	1926	563678	2110000	32835	64	1930
40.671963251969316	505 LINCOLN PLACE	Brooklyn	NY	-73.95956819148196	25407	WILLIAMSBURG-SOUTH	25556	BROOKLYN HEIGHTS	C1-WALK-UP	3-00231-0017	17.59	D4-ELEVATOR	40.697904808835304	41 CLARK STREET	Brooklyn	NY	-73.99456897615033	2020000	3-01178-0075	1.85	1911	20.84	16.97	C1-WALK-UP	40.6713805485146	190 8 STREET	Brooklyn	NY	-73.98916035446884	CROWN HEIGHTS	2.55	3-02139-0014	449518	41	431268	78	30	63	1680000	307	1920	540382	1610000	25924	66	1917
40.63902430326701	405 WESTMINSTER ROAD	Brooklyn	NY	-73.96682888247585	441063	BATH BEACH	153424	BROOKLYN HEIGHTS	D1-ELEVATOR	3-00231-0019	12.88	D4-ELEVATOR	40.69849423262695	44 PINEAPPLE STREET	Brooklyn	NY	-73.9942544696548	11300000	3-05155-0050	6.9	1929	14.07	11.73	D1-ELEVATOR	42.43318899977248	1429 SHORE PARKWAY	Brooklyn	NY	-78.74864600041258	FLATBUSH-CENTRAL	4.3	3-06468-0016	1976843	263	5175484	43.9	138	32.9	6160000	275	1960	3619496	14500000	257300	40.2	1960
